venta_id,fecha_venta,sucursal,ciudad,region,plataforma,videojuego,categoria,precio,unidades,metodo_pago,satisfaccion,comentarios,codigo_interno,usuario_captura
VJ-00210,2026-05-30,SUCURSAL CENTRO,Monterrey,Occidente, pc ,Fortnite,Acción,1499,, transferencia ,Muy Alta,sin comentario,INT-2435,capturista2
VJ-00056,,sucursal centro ,CIUDAD DE MÉXICO,Norte,PC,Mario Kart,estrategia ,0,2,Efectivo,alta ,promoción,INT-2909,admin
VJ-00233,2026-01-22,Sucursal Norte,Guadalajara,occidente,NINTENDO,Minecraft,Deportes,599,1,,Muy Alta,sin comentario,INT-8841,capturista1
VJ-00489,2026-06-01,Sucursal Norte,monterrey ,occidente, playstation ,Pokemon, aventura ,999,3,TARJETA,Muy Alta,promoción,INT-6141,admin
VJ-00307,2026-05-10,sucursal norte,ciudad de mexico,Occidente,PLAYSTATION,FIFA,Acción,,3,tarjeta,alta ,cliente frecuente,INT-4839,capturista1
VJ-00246,2026-05-08,sucursal norte,GUADALAJARA,Centro,,Mario Kart, aventura ,0,1,tarjeta,baja,promoción,INT-1283,admin
VJ-00501,2026-02-04,, Ciudad de México ,Occidente,Xbox,Fortnite, aventura ,1499,2,Transferencia,muy alta,revisar captura,INT-8179,capturista2
VJ-00049,2026-05-24,sucursal centro ,Monterrey,norte , nintendo ,Zelda,estrategia ,0,1,efectivo ,alta ,sin comentario,INT-8493,capturista2
VJ-00180,2026-06-29,SUCURSAL CENTRO,CIUDAD DE MÉXICO,norte ,Xbox,Pokemon,ACCION,0,2, transferencia ,,,INT-3798,admin
VJ-00351,2026-05-20,Sucursal Norte,GUADALAJARA,Occidente,NINTENDO,God of War,DEPORTES,,3,Transferencia,,cliente frecuente,INT-8899,usuario_tmp
VJ-00429,2026-03-08,sucursal norte,ciudad de mexico, centro , pc ,Spider-Man,ACCION,799,2,Transferencia,MEDIA,revisar captura,INT-5447,capturista2
VJ-00011,2026-03-15,sucursal norte,Guadalajara,norte ,PlayStation,God of War,Deportes,,, transferencia ,MEDIA,cliente frecuente,INT-3568,capturista2
VJ-00581,2026-05-22,sucursal norte,monterrey ,,PlayStation,God of War,Accion,799,2, transferencia ,baja,,INT-5299,usuario_tmp
VJ-00601,2026-03-15,SUCURSAL CENTRO,CDMX,CENTRO,Nintendo,Fortnite,Accion,1499,1,efectivo ,MEDIA,sin comentario,INT-8070,capturista1
VJ-00240,2026-04-07,SUCURSAL CENTRO, Ciudad de México ,Centro,Nintendo,Halo,ACCION,1799,1,,,revisar captura,INT-3024,usuario_tmp
VJ-00217,2026-06-06,Sucursal Centro,Monterrey,Norte, playstation ,Zelda,Aventura,1199,,tarjeta,,sin comentario,INT-5119,admin
VJ-00271,2026-04-04,Sucursal Sur,Guadalajara,Occidente,Xbox,Pokemon,Aventura,1799,3,,,promoción,INT-7027,admin
VJ-00364,2026-05-29,sucursal centro ,monterrey ,Centro,PLAYSTATION,FIFA,Aventura,0,3,Transferencia,Media,promoción,INT-1803,usuario_tmp
VJ-00412,2026-04-26,Sucursal Sur,monterrey , centro ,Nintendo,Zelda,ACCION,599,2,,,revisar captura,INT-2021,capturista1
VJ-00571,2026-02-03,sucursal centro ,ciudad de mexico,Occidente,NINTENDO,Zelda,ACCION,,2,efectivo ,Baja ,sin comentario,INT-7050,capturista1
VJ-00096,2026-06-10,Sucursal Norte, Ciudad de México ,CENTRO, XBOX ,God of War, aventura ,1199,4,tarjeta,,revisar captura,INT-5375,admin
VJ-00453,2026-02-15,Sucursal Centro,CIUDAD DE MÉXICO, centro ,PLAYSTATION,God of War,Aventura,1199,3,TARJETA,Media,sin comentario,INT-8154,usuario_tmp
VJ-00478,2026-04-29,Sucursal Norte,Guadalajara,norte , pc ,Mario Kart,Aventura,1199,4,TARJETA,Media,,INT-1651,admin
VJ-00379,2026-02-07,sucursal norte, Ciudad de México ,CENTRO,Xbox,Call of Duty,Acción,999,1,efectivo ,muy alta,promoción,INT-1984,admin
VJ-00148,2026-04-02,sucursal centro ,Monterrey,norte ,Xbox,FIFA,Estrategia,1199,2,Transferencia,Baja ,promoción,INT-5153,usuario_tmp
VJ-00389,2026-02-01,Sucursal Sur,CIUDAD DE MÉXICO,CENTRO,Xbox,FIFA,Deportes,,1,,Alta,revisar captura,INT-3364,admin
VJ-00241,2026-02-16,sucursal norte,GUADALAJARA,occidente,PlayStation,Zelda, aventura ,0,1,tarjeta,baja,revisar captura,INT-9820,admin
VJ-00528,2026-03-27,sucursal centro ,Monterrey,norte ,Nintendo,Pokemon,Estrategia,,,Transferencia,Alta,sin comentario,INT-7301,capturista1
VJ-00603,2026-05-04,Sucursal Centro,monterrey ,norte , nintendo ,Spider-Man,Accion,0,4,,,revisar captura,INT-6788,capturista1
VJ-00649,2026-02-04,Sucursal Sur,Monterrey,Centro, XBOX ,Mario Kart,Acción,999,1, transferencia ,,sin comentario,INT-2612,admin
VJ-00154,2026-01-13,SUCURSAL CENTRO,Guadalajara, centro , nintendo ,Spider-Man,estrategia ,0,,efectivo ,Muy Alta,sin comentario,INT-8834,admin
VJ-00130,,Sucursal Centro,CIUDAD DE MÉXICO,occidente,Xbox,Fortnite, aventura ,,1,,muy alta,promoción,INT-9139,usuario_tmp
VJ-00170,2026-02-12,Sucursal Sur,Guadalajara,norte , playstation ,Zelda,Aventura,1499,1,Transferencia,,cliente frecuente,INT-8232,admin
VJ-00305,,Sucursal Norte,CDMX,occidente,NINTENDO,Minecraft,Acción,599,,Efectivo,Alta,,INT-1022,capturista1
VJ-00047,2026-06-07,SUCURSAL CENTRO,monterrey ,occidente,PC,Minecraft,ACCION,1499,4, transferencia ,MEDIA,,INT-9141,admin
VJ-00437,2026-05-03,Sucursal Sur,GUADALAJARA,Occidente, nintendo ,FIFA,estrategia ,1799,3,Transferencia,Media,sin comentario,INT-7272,capturista2
VJ-00521,2026-01-05,Sucursal Centro,CIUDAD DE MÉXICO,norte ,Nintendo,Zelda, aventura ,0,2,Transferencia,muy alta,cliente frecuente,INT-2540,admin
VJ-00548,2026-06-29,Sucursal Sur,Guadalajara, centro ,PC,Mario Kart,DEPORTES,1199,1,efectivo ,alta ,cliente frecuente,INT-3515,capturista2
VJ-00473,2026-02-14,sucursal centro , Ciudad de México ,Centro,Xbox,God of War,ACCION,1499,1,tarjeta,muy alta,promoción,INT-2393,usuario_tmp
VJ-00242,2026-05-21,SUCURSAL CENTRO,Monterrey, centro ,xbox,Zelda,Accion,1199,1,,Baja ,revisar captura,INT-6329,admin
VJ-00117,2026-02-10,sucursal norte, Ciudad de México ,Occidente,Nintendo,Halo,DEPORTES,599,,,baja,,INT-8423,capturista1
VJ-00455,2026-04-24,sucursal norte,,Centro, XBOX ,Call of Duty,Aventura,1799,,,Muy Alta,revisar captura,INT-9337,capturista2
VJ-00008,2026-04-17,Sucursal Norte,CIUDAD DE MÉXICO,Centro,PLAYSTATION,Fortnite,Deportes,999,2,,muy alta,cliente frecuente,INT-8375,capturista2
VJ-00129,2026-05-10,SUCURSAL CENTRO,monterrey ,Centro,PlayStation,Pokemon,Estrategia,799,3,,Baja ,revisar captura,INT-9725,usuario_tmp
VJ-00538,2026-03-09,Sucursal Centro,Monterrey,Centro, nintendo ,Minecraft,Deportes,999,4,,Media,,INT-9621,capturista1
VJ-00290,2026-03-01,Sucursal Sur,CIUDAD DE MÉXICO, centro ,Xbox,Minecraft, aventura ,1499,2, transferencia ,,cliente frecuente,INT-6749,capturista1
VJ-00677,2026-05-15,sucursal centro ,GUADALAJARA,Occidente, pc ,Pokemon, aventura ,799,1,TARJETA,Alta,cliente frecuente,INT-4523,admin
VJ-00435,2026-02-22,sucursal centro ,Guadalajara,Centro,Xbox,Pokemon,Acción,799,,Transferencia,baja,revisar captura,INT-4299,capturista1
VJ-00158,2026-02-01,sucursal norte,Guadalajara,norte , playstation ,God of War,Accion,999,3, transferencia ,baja,,INT-9490,capturista2
VJ-00570,2026-05-21,Sucursal Norte,CDMX,Occidente,PC,Halo,DEPORTES,799,1, transferencia ,Alta,cliente frecuente,INT-1008,capturista1
VJ-00143,2026-06-04,Sucursal Norte, Ciudad de México ,norte ,Nintendo,Halo,Estrategia,1799,4,Transferencia,muy alta,,INT-5829,capturista1
VJ-00665,2026-06-03,Sucursal Norte,,,,Mario Kart,Acción,,2,efectivo ,Media,revisar captura,INT-5799,capturista1
VJ-00476,2026-02-02,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Norte,NINTENDO,Pokemon,Acción,1499,4,efectivo ,Media,,INT-1538,admin
VJ-00373,2026-02-13,SUCURSAL CENTRO,GUADALAJARA,occidente,PLAYSTATION,Halo,Accion,799,1,TARJETA,Media,revisar captura,INT-1967,capturista2
VJ-00433,2026-05-17,SUCURSAL CENTRO,Guadalajara,norte , nintendo ,Pokemon,Accion,0,4,efectivo ,,revisar captura,INT-1143,capturista1
VJ-00530,2026-01-13,sucursal centro ,monterrey ,Occidente, nintendo ,Mario Kart,Deportes,0,2,Tarjeta,Baja ,revisar captura,INT-5832,usuario_tmp
VJ-00463,2026-04-25,Sucursal Sur,CIUDAD DE MÉXICO,norte ,PC,Minecraft,Aventura,1199,3,Efectivo,baja,promoción,INT-3471,capturista1
VJ-00390,2026-05-21,sucursal centro , Ciudad de México ,occidente,PlayStation,Mario Kart,DEPORTES,1199,1,tarjeta,Media,revisar captura,INT-7647,capturista2
VJ-00586,2026-01-05,Sucursal Norte,GUADALAJARA,Centro,Xbox,Fortnite,estrategia ,1799,1,tarjeta,baja,revisar captura,INT-9139,admin
VJ-00676,,Sucursal Centro,Monterrey,, XBOX ,FIFA,Aventura,,1,Efectivo,Baja ,revisar captura,INT-6024,capturista2
VJ-00634,2026-03-11,SUCURSAL CENTRO,Guadalajara,Norte,PlayStation,Zelda, aventura ,599,2,Transferencia,baja,sin comentario,INT-7170,capturista2
VJ-00213,2026-02-13,Sucursal Centro,CIUDAD DE MÉXICO,CENTRO, playstation ,Zelda,estrategia ,1799,2,Efectivo,,promoción,INT-3149,capturista1
VJ-00027,2026-01-28,sucursal norte,CIUDAD DE MÉXICO,Occidente,xbox,Fortnite,Estrategia,599,4,tarjeta,Baja ,sin comentario,INT-9028,capturista1
VJ-00427,2026-04-30,Sucursal Sur,,Centro,xbox,Fortnite,Acción,599,,efectivo ,baja,promoción,INT-3550,admin
VJ-00292,2026-03-01,,CDMX,Centro, pc ,Minecraft,Aventura,999,3,Efectivo,Muy Alta,cliente frecuente,INT-9097,admin
VJ-00074,2026-03-22,Sucursal Norte,CIUDAD DE MÉXICO,Centro,Nintendo,Spider-Man,ACCION,1499,3,Transferencia,Media,sin comentario,INT-3263,capturista2
VJ-00234,2026-06-21,sucursal centro ,, centro ,PlayStation,Call of Duty,Estrategia,599,1,efectivo ,baja,promoción,INT-5272,capturista2
VJ-00430,2026-05-11,sucursal norte,GUADALAJARA,CENTRO,Xbox,God of War,Accion,,2, transferencia ,,sin comentario,INT-6405,admin
VJ-00593,2026-05-12,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Occidente, playstation ,Spider-Man, aventura ,1499,1,TARJETA,muy alta,sin comentario,INT-9329,capturista1
VJ-00098,2026-02-25,sucursal norte,ciudad de mexico,Occidente, nintendo ,Minecraft,Aventura,1799,3,Tarjeta,alta ,promoción,INT-1463,usuario_tmp
VJ-00097,2026-04-07,Sucursal Sur,ciudad de mexico, centro ,xbox,Halo,Accion,1799,3, transferencia ,,cliente frecuente,INT-7536,admin
VJ-00590,2026-01-30,sucursal norte, Ciudad de México , centro ,PlayStation,Call of Duty,estrategia ,999,4,,alta ,revisar captura,INT-2858,usuario_tmp
VJ-00485,2026-02-08,SUCURSAL CENTRO,CDMX,Norte,PLAYSTATION,Fortnite,Aventura,,4,TARJETA,baja,promoción,INT-2478,capturista2
VJ-00031,2026-04-28,Sucursal Sur,monterrey ,Centro, nintendo ,Spider-Man,Accion,999,1,,Muy Alta,cliente frecuente,INT-3386,admin
VJ-00110,2026-04-01,Sucursal Sur,,norte ,NINTENDO,Halo,Deportes,1499,3,Transferencia,muy alta,promoción,INT-4367,capturista2
VJ-00381,2026-03-13,Sucursal Centro, Ciudad de México ,Norte,PC,Call of Duty,Aventura,,,Transferencia,MEDIA,promoción,INT-8551,capturista2
VJ-00515,2026-02-03,sucursal centro ,Monterrey,Centro,xbox,Pokemon,Estrategia,,2,TARJETA,Baja ,cliente frecuente,INT-9944,capturista1
VJ-00446,2026-04-17,Sucursal Sur,monterrey ,occidente,PLAYSTATION,Minecraft,Aventura,1199,2,Tarjeta,,promoción,INT-5804,capturista1
VJ-00264,2026-02-13,Sucursal Norte,CIUDAD DE MÉXICO,norte ,PLAYSTATION,Fortnite,Deportes,1199,3,TARJETA,,cliente frecuente,INT-6881,capturista1
VJ-00447,2026-06-28,sucursal norte,CIUDAD DE MÉXICO,Centro,PlayStation,Fortnite, aventura ,,, transferencia ,Baja ,sin comentario,INT-9234,admin
VJ-00086,2026-06-23,Sucursal Norte,Monterrey,occidente, nintendo ,Zelda,Aventura,599,4, transferencia ,,revisar captura,INT-8233,usuario_tmp
VJ-00239,2026-01-17,Sucursal Norte,ciudad de mexico,CENTRO, pc ,Mario Kart,Aventura,599,1,Tarjeta,Baja ,revisar captura,INT-5912,capturista1
VJ-00477,2026-06-29,SUCURSAL CENTRO,ciudad de mexico,Norte, pc ,Call of Duty,Estrategia,1199,1,TARJETA,MEDIA,promoción,INT-8746,usuario_tmp
VJ-00136,2026-02-06,Sucursal Centro,monterrey ,occidente, XBOX ,Fortnite,DEPORTES,799,1,,Muy Alta,sin comentario,INT-2199,capturista1
VJ-00002,2026-06-25,SUCURSAL CENTRO,GUADALAJARA,Norte,PLAYSTATION,Mario Kart,estrategia ,,2,tarjeta,MEDIA,revisar captura,INT-6062,admin
VJ-00587,2026-05-03,sucursal centro ,GUADALAJARA,Norte,PLAYSTATION,Fortnite,DEPORTES,599,1,Efectivo,Media,promoción,INT-1270,usuario_tmp
VJ-00052,2026-02-16,sucursal norte, Ciudad de México ,, playstation ,Minecraft, aventura ,0,2, transferencia ,Media,sin comentario,INT-7725,admin
VJ-00487,2026-05-21,Sucursal Sur,Guadalajara,Norte,PlayStation,Spider-Man,estrategia ,0,2,,Media,revisar captura,INT-9918,capturista2
VJ-00206,2026-04-30,sucursal norte,ciudad de mexico,Centro, playstation ,God of War,Estrategia,1499,, transferencia ,Media,revisar captura,INT-9058,capturista1
VJ-00431,2026-05-28,sucursal centro ,Monterrey,norte ,Xbox,Pokemon,Accion,,1,,baja,promoción,INT-5546,usuario_tmp
VJ-00263,2026-04-03,SUCURSAL CENTRO,Monterrey,CENTRO,,Spider-Man,Deportes,599,3,TARJETA,,revisar captura,INT-6415,capturista2
VJ-00445,2026-03-25,sucursal centro ,CDMX,Occidente,PlayStation,FIFA,estrategia ,1499,1, transferencia ,muy alta,sin comentario,INT-4788,usuario_tmp
VJ-00461,,sucursal centro ,Monterrey,Centro, pc ,God of War,ACCION,999,4,Tarjeta,,cliente frecuente,INT-2620,capturista1
VJ-00035,2026-02-06,Sucursal Sur,GUADALAJARA,Norte,NINTENDO,Spider-Man,estrategia ,1199,,efectivo ,,revisar captura,INT-1686,admin
VJ-00659,2026-01-29,Sucursal Sur,GUADALAJARA,occidente,Nintendo,Spider-Man,DEPORTES,0,3, transferencia ,Muy Alta,promoción,INT-4521,usuario_tmp
VJ-00656,2026-06-25,sucursal centro ,Monterrey,Centro,NINTENDO,Mario Kart,Estrategia,599,,,Alta,,INT-6747,usuario_tmp
VJ-00432,2026-03-12,SUCURSAL CENTRO,GUADALAJARA,Norte,PLAYSTATION,Call of Duty,Estrategia,1499,,efectivo ,alta ,sin comentario,INT-2725,usuario_tmp
VJ-00235,2026-03-12,sucursal centro ,CIUDAD DE MÉXICO,occidente,PC,FIFA,Estrategia,599,2,Transferencia,alta ,promoción,INT-3591,admin
VJ-00399,2026-04-26,Sucursal Sur,Monterrey,norte ,PC,Mario Kart,Estrategia,1199,1,TARJETA,Baja ,sin comentario,INT-5253,capturista1
VJ-00641,2026-05-06,SUCURSAL CENTRO,Monterrey,occidente,Xbox,FIFA, aventura ,,2,tarjeta,muy alta,sin comentario,INT-6187,usuario_tmp
VJ-00104,2026-01-11,Sucursal Norte,ciudad de mexico, centro ,NINTENDO,Fortnite,estrategia ,1199,1,Efectivo,muy alta,cliente frecuente,INT-5948,capturista2
VJ-00609,2026-03-29,SUCURSAL CENTRO, Ciudad de México ,Occidente,Xbox,Pokemon,Acción,0,3,Tarjeta,alta ,cliente frecuente,INT-7189,capturista1
VJ-00483,2026-02-01,sucursal norte,CDMX,Occidente, pc ,Minecraft,Deportes,1199,2,TARJETA,baja,revisar captura,INT-9338,admin
VJ-00340,2026-03-16,Sucursal Sur, Ciudad de México ,Norte,NINTENDO,Fortnite,Estrategia,,2,Efectivo,alta ,promoción,INT-3717,usuario_tmp
VJ-00535,2026-05-19,sucursal centro , Ciudad de México ,Norte,Nintendo,God of War,Estrategia,1499,, transferencia ,Media,promoción,INT-3939,usuario_tmp
VJ-00150,2026-05-06,Sucursal Sur,ciudad de mexico,CENTRO,PC,Spider-Man,Aventura,1799,1,TARJETA,Muy Alta,promoción,INT-2697,admin
VJ-00545,2026-05-16,Sucursal Sur,CIUDAD DE MÉXICO,Occidente,PLAYSTATION,FIFA, aventura ,1199,,Efectivo,Muy Alta,,INT-1767,capturista2
VJ-00572,2026-02-01,SUCURSAL CENTRO,Monterrey,occidente, playstation ,Call of Duty,Estrategia,599,3,Efectivo,baja,revisar captura,INT-7132,capturista1
VJ-00252,2026-05-08,Sucursal Norte,CIUDAD DE MÉXICO,occidente, nintendo ,Mario Kart,Estrategia,599,,Tarjeta,Muy Alta,promoción,INT-1712,admin
VJ-00212,2026-02-02,Sucursal Sur,ciudad de mexico,CENTRO,Nintendo,Fortnite,Aventura,599,,tarjeta,baja,sin comentario,INT-3012,admin
VJ-00273,2026-05-08,sucursal centro ,CDMX,Norte,xbox,Halo, aventura ,1499,4, transferencia ,Baja ,sin comentario,INT-8389,capturista2
VJ-00357,2026-06-28,Sucursal Sur,CDMX,CENTRO,PLAYSTATION,Zelda,ACCION,1799,2, transferencia ,MEDIA,promoción,INT-7924,capturista1
VJ-00279,2026-05-27,sucursal norte,Guadalajara,occidente,PlayStation,Spider-Man, aventura ,799,1,Efectivo,Media,promoción,INT-8372,capturista2
VJ-00022,2026-06-07,Sucursal Norte,CIUDAD DE MÉXICO,Norte,PC,Mario Kart,Accion,1499,3,,baja,promoción,INT-3758,capturista2
VJ-00196,2026-03-19,Sucursal Centro,monterrey ,Centro,PC,FIFA,Estrategia,1199,2,,Baja ,sin comentario,INT-8773,capturista2
VJ-00287,2026-04-13,Sucursal Norte,CIUDAD DE MÉXICO,norte ,PLAYSTATION,Minecraft,Estrategia,,,efectivo ,Muy Alta,revisar captura,INT-4444,admin
VJ-00213,2026-02-13,Sucursal Centro,CIUDAD DE MÉXICO,CENTRO, playstation ,Zelda,estrategia ,1799,2,Efectivo,,promoción,INT-3149,capturista1
VJ-00161,2026-03-11,SUCURSAL CENTRO,Monterrey,Norte,PLAYSTATION,God of War, aventura ,599,1,Tarjeta,Alta,,INT-1900,usuario_tmp
VJ-00563,2026-06-02,Sucursal Sur,,occidente,Xbox,Call of Duty, aventura ,799,3,efectivo ,Media,cliente frecuente,INT-7776,admin
VJ-00156,,Sucursal Centro,Monterrey,Occidente, nintendo ,Mario Kart,estrategia ,1499,4,tarjeta,alta ,promoción,INT-1120,capturista1
VJ-00244,2026-03-19,Sucursal Sur,ciudad de mexico,CENTRO, pc ,God of War,Aventura,,1, transferencia ,Muy Alta,cliente frecuente,INT-7965,capturista1
VJ-00452,2026-04-10,Sucursal Norte,ciudad de mexico,Occidente,xbox,Fortnite,DEPORTES,799,2,efectivo ,,sin comentario,INT-5088,usuario_tmp
VJ-00081,2026-02-15,, Ciudad de México ,occidente,PC,Mario Kart,estrategia ,,1,Tarjeta,Alta,promoción,INT-4508,usuario_tmp
VJ-00277,2026-03-28,sucursal centro ,Guadalajara,occidente,PLAYSTATION,Mario Kart,Estrategia,799,2,TARJETA,Alta,revisar captura,INT-4166,capturista1
VJ-00403,2026-02-06,SUCURSAL CENTRO,ciudad de mexico,Norte, playstation ,Fortnite,Acción,0,1,Efectivo,Media,sin comentario,INT-2352,capturista1
VJ-00333,2026-05-28,Sucursal Sur, Ciudad de México ,occidente,xbox,Mario Kart,DEPORTES,799,3,Efectivo,baja,sin comentario,INT-7335,capturista1
VJ-00034,2026-02-14,Sucursal Norte,ciudad de mexico,Norte, XBOX ,Halo,Acción,1199,2,,baja,,INT-3260,admin
VJ-00062,2026-01-19,Sucursal Sur,CDMX,CENTRO,PLAYSTATION,Call of Duty,estrategia ,,2,,Baja ,cliente frecuente,INT-2536,capturista2
VJ-00462,2026-06-07,Sucursal Sur,CDMX,occidente,Xbox,Pokemon,ACCION,599,1,TARJETA,Muy Alta,revisar captura,INT-7203,admin
VJ-00517,2026-05-04,Sucursal Sur,monterrey ,occidente, pc ,Fortnite,ACCION,599,1,Efectivo,Baja ,promoción,INT-6497,admin
VJ-00197,2026-05-01,sucursal norte,CIUDAD DE MÉXICO,norte ,PC,Mario Kart,estrategia ,999,3,Tarjeta,,promoción,INT-4584,usuario_tmp
VJ-00256,2026-03-10,Sucursal Norte,CIUDAD DE MÉXICO,Occidente,PlayStation,Call of Duty,Deportes,0,1,Tarjeta,Alta,,INT-8663,capturista1
VJ-00507,2026-02-20,SUCURSAL CENTRO, Ciudad de México ,Norte, nintendo ,Spider-Man,Accion,1499,2,tarjeta,muy alta,promoción,INT-2149,capturista1
VJ-00654,2026-06-10,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Centro,PC,Pokemon, aventura ,0,1,TARJETA,muy alta,cliente frecuente,INT-1143,admin
VJ-00376,2026-06-03,sucursal norte, Ciudad de México , centro ,NINTENDO,FIFA,estrategia ,999,1,TARJETA,Baja ,cliente frecuente,INT-8981,capturista1
VJ-00537,2026-05-11,sucursal centro ,Guadalajara,norte , XBOX ,Fortnite, aventura ,0,,Tarjeta,,cliente frecuente,INT-8470,capturista2
VJ-00060,2026-06-26,sucursal centro ,CIUDAD DE MÉXICO,Norte, XBOX ,God of War,Deportes,1199,3,Tarjeta,MEDIA,,INT-2058,capturista1
VJ-00486,2026-05-29,SUCURSAL CENTRO,ciudad de mexico,Centro, XBOX ,Mario Kart,Estrategia,1199,3,tarjeta,MEDIA,revisar captura,INT-7686,admin
VJ-00480,2026-01-23,sucursal norte,CIUDAD DE MÉXICO,occidente, XBOX ,Call of Duty, aventura ,1199,2,,Media,sin comentario,INT-4396,usuario_tmp
VJ-00532,2026-04-07,sucursal centro ,ciudad de mexico,CENTRO,Xbox,FIFA,Aventura,599,1, transferencia ,Media,,INT-4840,capturista1
VJ-00639,2026-02-26,Sucursal Sur,CDMX,Centro,xbox,Minecraft,Accion,799,4,tarjeta,Muy Alta,cliente frecuente,INT-9816,admin
VJ-00425,2026-02-16,sucursal centro ,Guadalajara,, playstation ,Spider-Man,DEPORTES,999,3,TARJETA,alta ,cliente frecuente,INT-7883,usuario_tmp
VJ-00591,2026-01-04,sucursal centro ,CIUDAD DE MÉXICO,CENTRO,xbox,Pokemon,estrategia ,1499,2,efectivo ,MEDIA,,INT-9964,capturista1
VJ-00183,2026-03-06,Sucursal Sur,monterrey ,Norte, nintendo ,Minecraft,Accion,1199,2,Transferencia,,revisar captura,INT-2070,admin
VJ-00398,2026-05-16,sucursal centro ,Guadalajara, centro ,Xbox,Pokemon,Deportes,1199,,Transferencia,alta ,promoción,INT-9368,capturista1
VJ-00572,2026-02-01,SUCURSAL CENTRO,Monterrey,occidente, playstation ,Call of Duty,Estrategia,599,3,Efectivo,baja,revisar captura,INT-7132,capturista1
VJ-00605,2026-01-25,Sucursal Norte,monterrey ,Norte,Nintendo,God of War,ACCION,999,1,Tarjeta,alta ,,INT-8558,capturista2
VJ-00555,2026-05-06,SUCURSAL CENTRO,Guadalajara, centro ,PlayStation,Zelda, aventura ,799,1,tarjeta,muy alta,promoción,INT-2313,capturista2
VJ-00115,2026-02-27,Sucursal Norte,CIUDAD DE MÉXICO,occidente, XBOX ,Zelda, aventura ,999,2,efectivo ,Muy Alta,promoción,INT-3754,capturista2
VJ-00376,2026-06-03,sucursal norte, Ciudad de México , centro ,NINTENDO,FIFA,estrategia ,999,1,TARJETA,Baja ,cliente frecuente,INT-8981,capturista1
VJ-00069,2026-03-10,sucursal norte,CDMX,Centro,PlayStation,Zelda,Deportes,,4,,muy alta,sin comentario,INT-2773,usuario_tmp
VJ-00546,2026-05-13,Sucursal Sur,ciudad de mexico,Occidente,PC,Fortnite, aventura ,,2,efectivo ,alta ,,INT-5481,admin
VJ-00495,2026-01-18,sucursal norte, Ciudad de México ,occidente,xbox,Minecraft,Deportes,999,1,efectivo ,alta ,cliente frecuente,INT-4235,admin
VJ-00615,2026-06-25,Sucursal Centro,CIUDAD DE MÉXICO,Occidente, XBOX ,Spider-Man, aventura ,0,3,efectivo ,,promoción,INT-5985,capturista2
VJ-00120,2026-05-10,Sucursal Centro,CDMX,Norte,PLAYSTATION,FIFA,Accion,1199,, transferencia ,,revisar captura,INT-5708,capturista2
VJ-00568,2026-06-07,SUCURSAL CENTRO,Monterrey,Norte, pc ,Zelda,Estrategia,,1,,alta ,promoción,INT-2811,usuario_tmp
VJ-00608,2026-01-11,sucursal norte,monterrey ,Centro,Xbox,Call of Duty,Acción,,,Tarjeta,muy alta,revisar captura,INT-3364,capturista2
VJ-00680,2026-05-15,SUCURSAL CENTRO,ciudad de mexico,Centro, nintendo ,Zelda,estrategia ,0,3, transferencia ,MEDIA,promoción,INT-6021,capturista1
VJ-00541,2026-05-29,sucursal centro , Ciudad de México ,Norte,PLAYSTATION,Halo,Acción,599,,efectivo ,alta ,cliente frecuente,INT-9371,admin
VJ-00141,2026-01-12,Sucursal Sur,CIUDAD DE MÉXICO,norte ,,God of War,ACCION,,1,,muy alta,cliente frecuente,INT-6222,capturista2
VJ-00560,2026-02-17,Sucursal Centro, Ciudad de México ,Occidente, pc ,Zelda,Acción,1199,2,Transferencia,alta ,sin comentario,INT-5580,capturista1
VJ-00176,2026-05-01,sucursal centro ,Monterrey,Occidente,Nintendo,Spider-Man,Acción,1199,4,,alta ,cliente frecuente,INT-3604,admin
VJ-00595,2026-01-29,sucursal centro ,,CENTRO,NINTENDO,Zelda,estrategia ,799,3,tarjeta,Muy Alta,cliente frecuente,INT-2657,capturista1
VJ-00329,2026-03-12,Sucursal Norte,Monterrey,norte , playstation ,Mario Kart,estrategia ,599,4,,Alta,sin comentario,INT-2398,usuario_tmp
VJ-00101,2026-04-13,Sucursal Centro,Guadalajara, centro ,xbox,Zelda,ACCION,1499,1,Transferencia,muy alta,,INT-9759,admin
VJ-00628,2026-04-21,Sucursal Centro, Ciudad de México ,Occidente,xbox,FIFA,ACCION,,1,Transferencia,MEDIA,sin comentario,INT-4499,admin
VJ-00317,2026-01-28,Sucursal Sur,CIUDAD DE MÉXICO,Centro, XBOX ,Halo,Acción,1499,1,Transferencia,Media,cliente frecuente,INT-2288,admin
VJ-00296,2026-05-24,SUCURSAL CENTRO,monterrey , centro ,NINTENDO,Halo, aventura ,,3,tarjeta,,promoción,INT-9746,capturista2
VJ-00395,2026-02-09,sucursal centro ,monterrey ,Occidente, nintendo ,Zelda,DEPORTES,1199,, transferencia ,MEDIA,revisar captura,INT-1893,admin
VJ-00157,2026-03-29,Sucursal Centro,,CENTRO, nintendo ,Zelda, aventura ,1499,1,TARJETA,baja,,INT-1239,admin
VJ-00380,2026-06-26,Sucursal Sur,CDMX,Occidente,PlayStation,Zelda,Accion,999,4,,muy alta,revisar captura,INT-3477,capturista2
